sim,sample_size,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,virus
10000,107,0.975,0.975,0.84,0.0489,0.0446724388225687,0.0531275611774313,1.00065227343979,0.8375,0.373831775700935,0.333333333333334,0.373984423676013,CMV
10000,107,0.975,0.975,0.85,0.0527,0.0483200267624635,0.0570799732375365,1.0022976808455,0.8375,0.373831775700935,0.333333333333334,0.374369158878505,CMV
10000,107,0.975,0.975,0.86,0.0525,0.0481278843461004,0.0568721156538996,1.00394511320153,0.8375,0.373831775700935,0.333333333333334,0.374753894080997,CMV
10000,107,0.975,0.975,0.87,0.0504,0.0461114744501479,0.0546885255498521,1.00559457424824,0.8375,0.373831775700935,0.333333333333334,0.37513862928349,CMV
10000,107,0.975,0.975,0.88,0.0519,0.047551563496316,0.056248436503684,1.00724606773522,0.8375,0.373831775700935,0.333333333333334,0.375523364485982,CMV
10000,107,0.975,0.975,0.89,0.0484,0.0441930022655904,0.0526069977344096,1.0088995974213,0.8375,0.373831775700935,0.333333333333334,0.375908099688474,CMV
10000,107,0.975,0.975,0.9,0.0507,0.0463994094058445,0.0550005905941556,1.01055516707457,0.8375,0.373831775700935,0.333333333333334,0.376292834890966,CMV
10000,107,0.975,0.975,0.91,0.0507,0.0463994094058445,0.0550005905941556,1.01221278047245,0.8375,0.373831775700935,0.333333333333334,0.376677570093458,CMV
10000,107,0.975,0.975,0.92,0.051,0.0466873861342075,0.0553126138657925,1.01387244140166,0.8375,0.373831775700935,0.333333333333334,0.377062305295951,CMV
10000,107,0.975,0.975,0.93,0.0529,0.048512186753084,0.057287813246916,1.01553415365831,0.8375,0.373831775700935,0.333333333333334,0.377447040498443,CMV
10000,107,0.975,0.975,0.94,0.0512,0.0468793936545568,0.0555206063454432,1.01719792104789,0.8375,0.373831775700935,0.333333333333334,0.377831775700935,CMV
10000,107,0.975,0.975,0.95,0.0468,0.0426596474381524,0.0509403525618476,1.0188637473853,0.8375,0.373831775700935,0.333333333333334,0.378216510903427,CMV
10000,107,0.975,0.975,0.96,0.0488,0.0445765416817852,0.0530234583182148,1.02053163649489,0.8375,0.373831775700935,0.333333333333334,0.378601246105919,CMV
10000,107,0.975,0.975,0.97,0.0499,0.045631676648129,0.054168323351871,1.02220159221051,0.8375,0.373831775700935,0.333333333333334,0.378985981308412,CMV
10000,107,0.975,0.975,0.98,0.0463,0.0421807441470074,0.0504192558529926,1.02387361837548,0.8375,0.373831775700935,0.333333333333334,0.379370716510904,CMV
10000,107,0.975,0.975,0.99,0.0499,0.045631676648129,0.054168323351871,1.02554771884268,0.8375,0.373831775700935,0.333333333333334,0.379755451713396,CMV
10000,107,0.975,0.975,1,0.0514,0.0470714194836002,0.0557285805163998,1.02722389747456,0.8375,0.373831775700935,0.333333333333334,0.380140186915888,CMV
10000,107,0.975,0.975,0,0.1392,0.132414323872473,0.145985676127527,0.538147431764453,0.646464646464646,0.925233644859813,0.888888888888889,0.869444444444444,EBV
10000,107,0.975,0.975,0.01,0.1369,0.130161632965892,0.143638367034108,0.539788699846119,0.646464646464646,0.925233644859813,0.888888888888889,0.869789719626168,EBV
10000,107,0.975,0.975,0.02,0.1307,0.124092380681579,0.137307619318421,0.541438695284849,0.646464646464646,0.925233644859813,0.888888888888889,0.870134994807892,EBV
10000,107,0.975,0.975,0.03,0.1348,0.128105385372261,0.141494614627739,0.543097487877107,0.646464646464646,0.925233644859813,0.888888888888889,0.870480269989615,EBV
10000,107,0.975,0.975,0.04,0.1253,0.118810257288018,0.131789742711982,0.544765148165606,0.646464646464646,0.925233644859813,0.888888888888889,0.870825545171339,EBV
10000,107,0.975,0.975,0.05,0.1246,0.118125821444263,0.131074178555737,0.546441747449304,0.646464646464646,0.925233644859813,0.888888888888889,0.871170820353063,EBV
10000,107,0.975,0.975,0.06,0.1278,0.121255208001259,0.134344791998741,0.548127357793566,0.646464646464646,0.925233644859813,0.888888888888889,0.871516095534787,EBV
10000,107,0.975,0.975,0.07,0.1254,0.118908039250901,0.131891960749099,0.549822052040492,0.646464646464646,0.925233644859813,0.888888888888889,0.871861370716511,EBV
10000,107,0.975,0.975,0.08,0.1222,0.115779693345885,0.128620306654115,0.551525903819407,0.646464646464646,0.925233644859813,0.888888888888889,0.872206645898234,EBV
10000,107,0.975,0.975,0.09,0.1289,0.122331248293795,0.135468751706205,0.553238987557525,0.646464646464646,0.925233644859813,0.888888888888889,0.872551921079958,EBV
