sim,n_control,n_cfs,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,snp
10000,201,305,1,1,0.33,0.2943,0.285366378045852,0.303233621954148,1.54517621148175,1.62895622895623,0.082089552238806,0.13735193402984,0.121409357443829,PTPN22
10000,201,305,1,1,0.34,0.2812,0.272386790923996,0.290013209076004,1.53818189768862,1.62895622895623,0.082089552238806,0.13735193402984,0.120926249062434,PTPN22
10000,201,305,1,1,0.35,0.2767,0.267930270603438,0.285469729396562,1.53119526733649,1.62895622895623,0.082089552238806,0.13735193402984,0.12044314068104,PTPN22
10000,201,305,1,1,0.36,0.2778,0.269019540513557,0.286580459486444,1.5242163077716,1.62895622895623,0.082089552238806,0.13735193402984,0.119960032299646,PTPN22
10000,201,305,1,1,0.37,0.2668,0.25812985179189,0.27547014820811,1.51724500636799,1.62895622895623,0.082089552238806,0.13735193402984,0.119476923918251,PTPN22
10000,201,305,1,1,0.38,0.2703,0.261594021774543,0.279005978225457,1.51028135052736,1.62895622895623,0.082089552238806,0.13735193402984,0.118993815536857,PTPN22
10000,201,305,1,1,0.39,0.2621,0.253479059528033,0.270720940471967,1.50332532767905,1.62895622895623,0.082089552238806,0.13735193402984,0.118510707155463,PTPN22
10000,201,305,1,1,0.4,0.2458,0.237359725253491,0.254240274746509,1.49637692527994,1.62895622895623,0.082089552238806,0.13735193402984,0.118027598774069,PTPN22
10000,201,305,1,1,0.41,0.2477,0.239237846191287,0.256162153808713,1.48943613081437,1.62895622895623,0.082089552238806,0.13735193402984,0.117544490392674,PTPN22
10000,201,305,1,1,0.42,0.2343,0.225996946266627,0.242603053733373,1.48250293179408,1.62895622895623,0.082089552238806,0.13735193402984,0.11706138201128,PTPN22
10000,201,305,1,1,0.43,0.2334,0.225108039703413,0.241691960296587,1.47557731575814,1.62895622895623,0.082089552238806,0.13735193402984,0.116578273629886,PTPN22
10000,201,305,1,1,0.44,0.2328,0.224515464453704,0.241084535546296,1.46865927027282,1.62895622895623,0.082089552238806,0.13735193402984,0.116095165248491,PTPN22
